STORE_NO,COST_CENTER_NAME,POS_TERM_NO,STATUS_CODE,DAD,MAX_TRAN_DT,TRAN_NO_LAST
1212,NATIONAL BILLED ACCTS,11868,9,'06-09-91,1-Aug-18,21938
1212,NATIONAL BILLED ACCTS,18430,9,'06-09-91,1-Aug-18,68170
1213,GLASGOW,11087,1,'01-06-13,1-Aug-18,83596
1213,GLASGOW,13383,1,'01-06-13,1-Aug-18,97704
1214,INDIANAPOLIS F/C CTR,13094,1,'01-08-49,1-Aug-18,57032
1214,INDIANAPOLIS F/C CTR,15530,1,'01-08-49,1-Aug-18,23944
1215,BEAVERCREEK,13117,1,'01-06-21,1-Aug-18,88317
1215,BEAVERCREEK,15294,1,'01-06-21,1-Aug-18,74270
1216,BECKLEY,11460,1,'02-08-25,1-Aug-18,39894
1216,BECKLEY,13337,1,'02-08-25,1-Aug-18,4011
1217,DAYTON-COMMERCIAL DOWNTOWN,10720,1,'01-06-21,1-Aug-18,68370
1217,DAYTON-COMMERCIAL DOWNTOWN,16770,1,'01-06-21,1-Aug-18,44842
1218,DAYTON-HUBER HTS,10723,1,'01-06-21,1-Aug-18,22181
1218,DAYTON-HUBER HTS,13284,1,'01-06-21,1-Aug-18,83142
1219,FARMINGTON HILLS,13118,1,'01-01-08,1-Aug-18,86095
1219,FARMINGTON HILLS,13262,1,'01-01-08,1-Aug-18,88097
1219,FARMINGTON HILLS,16256,1,'01-01-08,1-Aug-18,25700
1220,BARDSTOWN,13192,1,'01-06-13,1-Aug-18,29439
1220,BARDSTOWN,13223,1,'01-06-13,1-Aug-18,33392
1221,CINCINNATI F/C CTR,13142,1,'01-08-49,1-Aug-18,84975
1221,CINCINNATI F/C CTR,15767,1,'01-08-49,1-Aug-18,833
1222,COLUMBUS F/C CTR,13141,1,'01-08-49,1-Aug-18,65802
1222,COLUMBUS F/C CTR,20515,1,'01-08-49,1-Aug-18,15688
1223,LEXINGTON F/C CTR,13158,1,'01-08-49,1-Aug-18,57514
1223,LEXINGTON F/C CTR,17762,1,'01-08-49,1-Aug-18,84646
1224,BRIGHTON,13177,1,'01-01-08,1-Aug-18,67380
1224,BRIGHTON,13522,1,'01-01-08,1-Aug-18,19644
1225,PADUCAH-COMMERCIAL,11096,1,'01-06-22,1-Aug-18,88547
1225,PADUCAH-COMMERCIAL,13224,1,'01-06-22,1-Aug-18,6362
1226,BRIDGEPORT,11462,1,'02-08-25,1-Aug-18,29230
1226,BRIDGEPORT,13088,1,'02-08-25,1-Aug-18,76414
1227,FT WAYNE-IL RD,13306,1,'01-06-12,1-Aug-18,79448
1227,FT WAYNE-IL RD,13729,1,'01-06-12,1-Aug-18,52562
1228,FRANKFORT,11072,1,'01-06-32,1-Aug-18,86427
1228,FRANKFORT,15300,1,'01-06-32,1-Aug-18,75108
1230,LITITZ,13240,1,'02-08-05,1-Aug-18,65158
1230,LITITZ,19855,1,'02-08-05,1-Aug-18,55349
1231,PERRYSBURG,13307,1,'01-01-19,1-Aug-18,99592
1231,PERRYSBURG,13767,1,'01-01-19,1-Aug-18,45848
1232,ELYRIA,10082,1,'01-01-06,1-Aug-18,89900
1232,ELYRIA,13081,1,'01-01-06,1-Aug-18,92481
1233,MARION,11204,1,'01-06-12,1-Aug-18,18783
1233,MARION,13372,1,'01-06-12,1-Aug-18,83731
1234,LAKEWOOD-JAMESTOWN,13290,1,'02-01-16,1-Aug-18,81317
1234,LAKEWOOD-JAMESTOWN,14115,1,'02-01-16,1-Aug-18,64980
1235,MARION,10711,1,'01-01-05,1-Aug-18,38059
1235,MARION,15411,1,'01-01-05,1-Aug-18,72688
1236,COLUMBUS-NORTH HIGH,10017,1,'01-01-05,1-Aug-18,2339
1236,COLUMBUS-NORTH HIGH,13024,1,'01-01-05,1-Aug-18,302
1237,DEFIANCE,10715,1,'01-01-19,1-Aug-18,32020
1237,DEFIANCE,13970,1,'01-01-19,1-Aug-18,51226
1238,CHARDON,13308,1,'01-01-06,1-Aug-18,76432
1238,CHARDON,13552,1,'01-01-06,1-Aug-18,30663
1239,LOUISVILLE-SPEC WHSL,13309,1,'01-06-13,1-Aug-18,62588
1239,LOUISVILLE-SPEC WHSL,15361,1,'01-06-13,1-Aug-18,27135
1240,FAIRMONT,13424,1,'02-08-25,1-Aug-18,55605
1241,ELKHART,13453,1,'01-03-38,1-Aug-18,22182
1241,ELKHART,15295,1,'01-03-38,1-Aug-18,18167
1242,SPRINGFIELD,10004,1,'01-06-21,1-Aug-18,71175
1242,SPRINGFIELD,14135,1,'01-06-21,1-Aug-18,91908
1243,WESTLAKE,13452,1,'01-01-06,1-Aug-18,22242
1243,WESTLAKE,14272,1,'01-01-06,1-Aug-18,92170
1244,BEREA,13465,1,'01-01-06,1-Aug-18,22319
1244,BEREA,15026,1,'01-01-06,1-Aug-18,79192
1245,LOUISVILLE-CBD,13483,1,'01-06-13,1-Aug-18,91614
1245,LOUISVILLE-CBD,13544,1,'01-06-13,1-Aug-18,30579
1246,SHARONVILLE,13651,1,'01-06-21,1-Aug-18,44045
1246,SHARONVILLE,13858,1,'01-06-21,1-Aug-18,11102
1246,SHARONVILLE,19505,1,'01-06-21,1-Aug-18,40292
1248,HARRISON,13883,1,'01-06-21,1-Aug-18,60156
1248,HARRISON,15412,1,'01-06-21,23-Jul-18,41764
1249,VALLEY VIEW F/C CTR,13884,1,'01-08-49,1-Aug-18,64495
1249,VALLEY VIEW F/C CTR,14913,1,'01-08-49,1-Aug-18,12169
1250,XENIA,13893,1,'01-06-21,1-Aug-18,49026
1250,XENIA,15413,1,'01-06-21,1-Aug-18,7268
1251,DES MOINES F/C CTR,13910,1,'01-08-49,1-Aug-18,59340
1252,WILLIAMSPORT,10597,1,'02-01-09,1-Aug-18,35108
1252,WILLIAMSPORT,13184,1,'02-01-09,1-Aug-18,25616
1253,SEYMOUR,13915,1,'01-06-02,1-Aug-18,79974
1253,SEYMOUR,15793,1,'01-06-02,1-Aug-18,85970
1254,PARKERSBURG,11470,1,'02-08-25,1-Aug-18,74874
1254,PARKERSBURG,12851,1,'02-08-25,1-Aug-18,92447
1255,CANTON-BELDEN VILLAGE,10241,1,'01-01-74,1-Aug-18,27944
1255,CANTON-BELDEN VILLAGE,13274,1,'01-01-74,1-Aug-18,40929
1256,NEWARK,14007,1,'02-01-16,1-Aug-18,73063
1256,NEWARK,20136,1,'02-01-16,1-Aug-18,16756
1257,MIDDLEFIELD,13991,1,'01-01-06,1-Aug-18,27511
1257,MIDDLEFIELD,14029,1,'01-01-06,1-Aug-18,7768
1258,CADILLAC,11379,1,'01-01-17,1-Aug-18,5186
1258,CADILLAC,14078,1,'01-01-17,1-Aug-18,34181
1260,PAPILLION F/C CTR,13956,1,'01-08-49,1-Aug-18,28983
1261,LEXINGTON-RICHMOND RD,14025,1,'01-06-32,1-Aug-18,27
1261,LEXINGTON-RICHMOND RD,15308,1,'01-06-32,1-Aug-18,68700
1262,LOUISVILLE-PLEASURE RDG,11078,1,'01-06-13,1-Aug-18,78645
1262,LOUISVILLE-PLEASURE RDG,13305,1,'01-06-13,1-Aug-18,70548
1263,LANSING-MAIN,10718,1,'01-01-15,1-Aug-18,62328
1263,LANSING-MAIN,13771,1,'01-01-15,1-Aug-18,59890
1264,LOUISVILLE-WESTPORT,14026,1,'01-06-13,1-Aug-18,74533
1264,LOUISVILLE-WESTPORT,15773,1,'01-06-13,1-Aug-18,35175
1266,MIDLAND,11371,1,'01-01-17,1-Aug-18,54660
1266,MIDLAND,13351,1,'01-01-17,1-Aug-18,95556
1267,GROVE CITY,14069,1,'02-08-19,1-Aug-18,85133
1268,CASTLE SHANNON,10880,1,'02-08-19,1-Aug-18,72911
1268,CASTLE SHANNON,13478,1,'02-08-19,1-Aug-18,23153
1269,AKRON-ARLINGTON,14082,1,'01-01-06,1-Aug-18,78461
1269,AKRON-ARLINGTON,15287,1,'01-01-06,1-Aug-18,8397
1270,GRAND RAPIDS-KNAPP,20591,2,'01-01-15,1-Aug-18,15705
1270,GRAND RAPIDS-KNAPP,20722,2,'01-01-15,1-Aug-18,5962
1271,NORTH STRABANE,14089,1,'02-08-19,1-Aug-18,39831
1272,ST MARY'S,14165,1,'02-08-19,1-Aug-18,63482
1273,CORTLAND,14150,1,'02-01-32,1-Aug-18,19510
1274,SIDNEY,11203,1,'01-06-21,1-Aug-18,94216
1274,SIDNEY,15414,1,'01-06-21,31-Jul-18,1921
1275,REYNOLDSBURG,10018,1,'01-01-05,1-Aug-18,3152
1275,REYNOLDSBURG,12809,1,'01-01-05,1-Aug-18,25361
1276,LEXINGT-WINCHESTER,11067,1,'01-06-32,1-Aug-18,90718
1276,LEXINGT-WINCHESTER,15533,1,'01-06-32,1-Aug-18,75906
1277,LOUISVILLE F/C CTR,14122,1,'01-08-49,1-Aug-18,9650
1277,LOUISVILLE F/C CTR,19049,1,'01-08-49,1-Aug-18,80727
1278,BRIDGEVILLE-COMMERCIAL,10881,1,'02-08-19,1-Aug-18,30164
1278,BRIDGEVILLE-COMMERCIAL,13441,1,'02-08-19,1-Aug-18,85176
1279,NEW BALTIMORE,14247,1,'01-01-08,1-Aug-18,82520
1279,NEW BALTIMORE,14356,1,'01-01-08,1-Aug-18,2626
1280,STREETSBORO,14151,1,'01-01-06,1-Aug-18,7919
1280,STREETSBORO,14169,1,'01-01-06,1-Aug-18,49731
1281,INDY-LAFAYETTE SQUARE,10028,1,'01-06-02,1-Aug-18,18266
1281,INDY-LAFAYETTE SQUARE,11557,1,'01-06-02,1-Aug-18,73763
1282,UNIONTOWN F/C CTR,14184,1,'01-08-49,1-Aug-18,99370
1282,UNIONTOWN F/C CTR,17973,1,'01-08-49,1-Aug-18,91545
1283,EUCLID,10083,1,'01-01-06,1-Aug-18,42022
1283,EUCLID,13208,1,'01-01-06,1-Aug-18,22560
1284,NORTH OLMSTED,11630,1,'01-01-06,1-Aug-18,27749
1284,NORTH OLMSTED,13080,1,'01-01-06,1-Aug-18,42660
1285,CHILLICOTHE,10019,1,'01-01-05,1-Aug-18,25963
1286,JEFFERSONVILLE IN - PF FACILITY,14226,1,'05-05-40,1-Aug-18,77813
1286,JEFFERSONVILLE IN - PF FACILITY,19822,1,'05-05-40,1-Aug-18,32801
1287,BRECKSVILLE,14299,1,'01-01-06,1-Aug-18,11108
1287,BRECKSVILLE,15029,1,'01-01-06,1-Aug-18,61400
1288,JENISON,14212,1,'01-01-15,1-Aug-18,84991
1288,JENISON,15326,1,'01-01-15,1-Aug-18,41287
1289,EFT-SELECT ACCOUNTS-ACH,20660,9,'06-09-91,1-Aug-18,13610
1290,AVON,14220,1,'01-06-02,1-Aug-18,18539
1290,AVON,15259,1,'01-06-02,1-Aug-18,34764
1291,WHITE LAKE TWP,14508,1,'01-01-08,1-Aug-18,53195
1291,WHITE LAKE TWP,14524,1,'01-01-08,1-Aug-18,25497
1291,WHITE LAKE TWP,16314,1,'01-01-08,1-Aug-18,35193
1292,CAMAS,20636,2,'01-02-29,1-Aug-18,18314
1292,CAMAS,20708,2,'01-02-29,1-Aug-18,7546
1293,INDY-COMMERCIAL WEST,11923,1,'01-06-02,1-Aug-18,12443
1293,INDY-COMMERCIAL WEST,13300,1,'01-06-02,1-Aug-18,94952
1294,CLEARFIELD,10896,1,'02-08-19,1-Aug-18,75878
1295,SEVEN GRAND,10426,1,'01-01-08,1-Aug-18,74091
1295,SEVEN GRAND,13243,1,'01-01-08,1-Aug-18,2650
1296,GALLIPOLIS,14185,1,'02-08-25,1-Aug-18,48895
1297,MARYSVILLE,14264,1,'01-01-05,1-Aug-18,35705
1297,MARYSVILLE,15415,1,'01-01-05,1-Aug-18,51600
1298,SPRINGBORO,14263,1,'01-06-21,1-Aug-18,75638
1298,SPRINGBORO,15289,1,'01-06-21,1-Aug-18,76804
1299,FENTON,14494,1,'01-01-17,1-Aug-18,66430
1299,FENTON,14534,1,'01-01-17,1-Aug-18,57473
1301,TRENTON,10427,1,'01-01-08,1-Aug-18,63092
1301,TRENTON,12857,1,'01-01-08,1-Aug-18,23324
1303,ADRIAN,10719,1,'01-01-08,1-Aug-18,39043
1303,ADRIAN,13302,1,'01-01-08,1-Aug-18,63532
1307,COLDWATER,11398,1,'01-03-38,1-Aug-18,10293
1307,COLDWATER,13089,1,'01-03-38,1-Aug-18,25260
1309,MONROE,10704,1,'01-01-08,1-Aug-18,21886
1309,MONROE,13321,1,'01-01-08,1-Aug-18,44789
1310,NILES,11392,1,'01-03-38,1-Aug-18,39535
1310,NILES,13868,1,'01-03-38,1-Aug-18,96755
1311,MASON,14248,1,'01-06-21,1-Aug-18,62017
1311,MASON,15360,1,'01-06-21,1-Aug-18,30032
1312,THREE RIVERS,11383,1,'01-03-38,1-Aug-18,49665
1312,THREE RIVERS,15416,1,'01-03-38,1-Aug-18,47796
1314,MOUNT PLEASANT,14300,1,'02-08-19,1-Aug-18,58600
1315,STOW,14402,1,'01-01-06,1-Aug-18,43614
1315,STOW,14701,1,'01-01-06,1-Aug-18,82682
1316,HOLLAND,11389,1,'01-01-15,1-Aug-18,67227
1316,HOLLAND,13770,1,'01-01-15,1-Aug-18,27519
1317,MT PLEASANT,11370,1,'01-01-15,1-Aug-18,94445
1317,MT PLEASANT,15792,1,'01-01-15,27-Jul-18,31372
1318,FORT GRATIOT-PORT HURON,11365,1,'01-01-17,1-Aug-18,70254
1318,FORT GRATIOT-PORT HURON,13354,1,'01-01-17,1-Aug-18,17083
1319,SAGINAW-BAY ROAD,11367,1,'01-01-17,1-Aug-18,52365
1319,SAGINAW-BAY ROAD,13054,1,'01-01-17,1-Aug-18,8302
1320,TRAVERSE CITY,11382,1,'01-01-17,1-Aug-18,51531
1320,TRAVERSE CITY,12621,1,'01-01-17,1-Aug-18,56944
1321,SAULT STE MARIE,11366,1,'01-01-17,1-Aug-18,58307
1321,SAULT STE MARIE,14570,1,'01-01-17,1-Aug-18,21309
1322,EVANSVILLE F/C CTR,14360,1,'01-08-49,1-Aug-18,52235
1322,EVANSVILLE F/C CTR,19462,1,'01-08-49,1-Aug-18,274
1323,CANTON,14351,1,'01-01-08,1-Aug-18,15959
1323,CANTON,14436,1,'01-01-08,1-Aug-18,50021
1324,TERRE HAUTE-SOUTH,14478,1,'01-03-73,1-Aug-18,29324
1324,TERRE HAUTE-SOUTH,15417,1,'01-03-73,1-Aug-18,89036
1325,GEORGETOWN,14477,1,'01-06-32,1-Aug-18,85658
1325,GEORGETOWN,15344,1,'01-06-32,1-Aug-18,23759
1326,TOLEDO-CENTRAL AVE,14416,1,'01-01-19,1-Aug-18,86944
1326,TOLEDO-CENTRAL AVE,14621,1,'01-01-19,1-Aug-18,69531
1327,GRAND HAVEN,14447,1,'01-01-15,1-Aug-18,92210
1327,GRAND HAVEN,15418,1,'01-01-15,1-Aug-18,90271
1328,WEST MIFFLIN,14512,1,'02-08-19,1-Aug-18,66603
1329,OWOSSO,14516,1,'01-01-17,1-Aug-18,1395
1329,OWOSSO,14639,1,'01-01-17,1-Aug-18,35377
1331,INDY-CASTLETON,10027,1,'01-06-02,1-Aug-18,25339
1331,INDY-CASTLETON,10029,1,'01-06-02,1-Aug-18,46661
1332,BRUNSWICK-COMMERCIAL,14527,1,'01-01-06,1-Aug-18,24048
1332,BRUNSWICK-COMMERCIAL,14548,1,'01-01-06,1-Aug-18,50262
1334,BEDFORD,14538,1,'01-06-02,1-Aug-18,33764
1334,BEDFORD,15237,1,'01-06-02,1-Aug-18,50618
1336,GAYLORD,14611,1,'01-01-17,1-Aug-18,5130
1336,GAYLORD,14635,1,'01-01-17,1-Aug-18,75629
1337,MADISON TWP,14543,1,'01-01-06,1-Aug-18,46923
1338,ANGOLA,14654,1,'01-06-12,1-Aug-18,27811
1338,ANGOLA,14702,1,'01-06-12,1-Aug-18,16803
1339,OKEMOS,14539,1,'01-01-15,1-Aug-18,88915
1339,OKEMOS,14555,1,'01-01-15,1-Aug-18,61165
1340,DETROIT - LYNDON,13555,1,'01-01-08,1-Aug-18,56554
1340,DETROIT - LYNDON,13567,1,'01-01-08,1-Aug-18,18765
1340,DETROIT - LYNDON,13568,1,'01-01-08,27-Jul-18,88337
1341,HIGHLAND PARK,13556,1,'01-01-08,1-Aug-18,65017
1341,HIGHLAND PARK,13569,1,'01-01-08,1-Aug-18,13952
1342,DETROIT-E WARREN,13557,1,'01-01-08,1-Aug-18,35471
1342,DETROIT-E WARREN,13570,1,'01-01-08,1-Aug-18,60308
1343,BLOOMFIELD HILLS,13558,1,'01-01-08,1-Aug-18,65054
1343,BLOOMFIELD HILLS,13571,1,'01-01-08,1-Aug-18,12299
1344,STERLING HEIGHTS,13559,1,'01-01-08,1-Aug-18,44099
1344,STERLING HEIGHTS,13572,1,'01-01-08,1-Aug-18,30067
1345,BURTON,13560,1,'01-01-17,1-Aug-18,92955
1345,BURTON,13573,1,'01-01-17,1-Aug-18,75748
1346,LIVONIA,13561,1,'01-01-08,31-Jul-18,54177
1346,LIVONIA,13574,1,'01-01-08,31-Jul-18,48446
1347,ROYAL OAK,13562,1,'01-01-08,1-Aug-18,89643
1347,ROYAL OAK,13575,1,'01-01-08,1-Aug-18,44665
1348,ROSEVILLE,13563,1,'01-01-08,1-Aug-18,88171
1348,ROSEVILLE,13576,1,'01-01-08,1-Aug-18,69033
1350,MADISON HEIGHTS,13565,1,'01-01-08,1-Aug-18,45168
1350,MADISON HEIGHTS,13578,1,'01-01-08,1-Aug-18,96735
1351,COMMERCE TWP,13566,1,'01-01-08,1-Aug-18,13891
1351,COMMERCE TWP,13579,1,'01-01-08,1-Aug-18,16160
1351,COMMERCE TWP,19658,1,'01-01-08,1-Aug-18,7660
1354,FISHERS,14563,1,'01-06-02,1-Aug-18,43886
1354,FISHERS,14640,1,'01-06-02,1-Aug-18,75199
1355,PITTSBURGH-SHADY SIDE,14533,1,'02-08-19,1-Aug-18,83869
1355,PITTSBURGH-SHADY SIDE,18480,1,'02-08-19,1-Aug-18,3818
1356,LEWIS CENTER-POLARIS,14573,1,'01-01-05,1-Aug-18,99614
1356,LEWIS CENTER-POLARIS,15197,1,'01-01-05,1-Aug-18,82690
1357,TAYLOR,14617,1,'01-01-08,1-Aug-18,17512
1357,TAYLOR,14707,1,'01-01-08,1-Aug-18,72953
1358,LOUISVILLE-OUTERLOOP,11769,1,'01-06-13,1-Aug-18,60357
1358,LOUISVILLE-OUTERLOOP,13213,1,'01-06-13,1-Aug-18,20838
1359,RICHMOND HTS,11721,1,'01-01-06,1-Aug-18,2947
1359,RICHMOND HTS,13837,1,'01-01-06,1-Aug-18,37481
1360,SOLON,11699,1,'01-01-06,1-Aug-18,90007
1360,SOLON,12375,1,'01-01-06,1-Aug-18,86514
1361,CARROLLTON,14629,1,'01-01-74,1-Aug-18,3384
1361,CARROLLTON,15419,1,'01-01-74,1-Aug-18,40282
1362,MURRAY,14581,1,'01-06-22,1-Aug-18,13352
1362,MURRAY,19515,1,'01-06-22,1-Aug-18,14163
1363,GROSSE POINTE WOODS,14606,1,'01-01-08,1-Aug-18,87641
1363,GROSSE POINTE WOODS,15421,1,'01-01-08,1-Aug-18,10158
1364,GAHANNA,14713,1,'01-01-05,1-Aug-18,12676
1364,GAHANNA,14914,1,'01-01-05,1-Aug-18,48344
1365,DAYTON-BELLBROOK,14657,1,'01-06-21,1-Aug-18,11321
1365,DAYTON-BELLBROOK,15377,1,'01-06-21,1-Aug-18,91129
1366,ERLANGER,14658,1,'01-06-21,1-Aug-18,90166
1366,ERLANGER,15422,1,'01-06-21,1-Aug-18,42258
1368,COLUMBUS-CBD,14764,1,'01-01-05,1-Aug-18,68606
1373,HURSTBOURNE,14944,1,'01-06-13,1-Aug-18,69354
1373,HURSTBOURNE,14970,1,'01-06-13,1-Aug-18,23232
1374,MAYSVILLE,15368,1,'01-06-21,1-Aug-18,93082
1374,MAYSVILLE,15389,1,'01-06-21,1-Aug-18,82776
1375,LAGRANGE,15512,1,'01-06-13,1-Aug-18,83888
1375,LAGRANGE,15780,1,'01-06-13,1-Aug-18,31153
1379,CANAL WINCHESTER-PICKERINGTON,15157,1,'01-01-05,1-Aug-18,79997
1379,CANAL WINCHESTER-PICKERINGTON,15282,1,'01-01-05,1-Aug-18,3795
1380,RONCEVERTE-LEWISBURG,15349,1,'02-08-25,1-Aug-18,63424
1380,RONCEVERTE-LEWISBURG,20482,1,'02-08-25,3-Jan-18,709
1381,LONDON,16199,1,'01-01-05,1-Aug-18,54108
1381,LONDON,16224,1,'01-01-05,1-Aug-18,28504
1382,LA PORTE,16060,1,'01-03-38,1-Aug-18,81733
1382,LA PORTE,16112,1,'01-03-38,30-Jul-18,20912
1383,WESTERVILLE-NORTH,16395,1,'01-01-05,1-Aug-18,592
1383,WESTERVILLE-NORTH,16416,1,'01-01-05,1-Aug-18,68072
1384,MAYFIELD,16136,1,'01-01-06,1-Aug-18,96457
1384,MAYFIELD,16242,1,'01-01-06,1-Aug-18,99036
1386,GRIMES,20592,4,'01-08-07,1-Aug-18,71466
1386,GRIMES,20624,4,'01-08-07,1-Aug-18,37849
1387,MURRYSVILLE,16795,1,'02-08-19,1-Aug-18,28297
1387,MURRYSVILLE,20310,1,'02-08-19,1-Aug-18,78286
1388,CINCI-EASTGATE,16984,1,'01-06-21,1-Aug-18,84290
1388,CINCI-EASTGATE,16994,1,'01-06-21,1-Aug-18,41174
1389,LOUISVILLE-FERN CREEK,17365,1,'01-06-13,1-Aug-18,62255
1389,LOUISVILLE-FERN CREEK,17509,1,'01-06-13,1-Aug-18,21189
1390,LIVONIA F/C CTR,16771,1,'01-08-49,1-Aug-18,39956
1390,LIVONIA F/C CTR,18513,1,'01-08-49,1-Aug-18,1307
1391,NORTH CANTON,17546,1,'01-01-74,1-Aug-18,2942
1391,NORTH CANTON,17632,1,'01-01-74,1-Aug-18,65244
1392,NOBLESVILLE-SOUTH,17658,1,'01-06-02,1-Aug-18,9825
1392,NOBLESVILLE-SOUTH,17669,1,'01-06-02,1-Aug-18,85152
1393,WASHINGTON TWP,17012,1,'01-01-08,1-Aug-18,17372
1393,WASHINGTON TWP,17045,1,'01-01-08,1-Aug-18,99172
1394,WEST CHESTER,17596,1,'01-06-21,1-Aug-18,10320
1394,WEST CHESTER,17643,1,'01-06-21,1-Aug-18,23216
1395,OWENSBORO-EAST,17193,1,'01-06-22,1-Aug-18,73498
1395,OWENSBORO-EAST,17361,1,'01-06-22,1-Aug-18,53683
1396,MADISON F/C CTR,17866,1,'01-08-49,1-Aug-18,54432
1397,CANTON TOWNSHIP,16908,1,'01-01-08,1-Aug-18,57279
1397,CANTON TOWNSHIP,16930,1,'01-01-08,1-Aug-18,96016
1402,FT WAYNE IN - PF FACILITY,14748,1,'05-05-40,1-Aug-18,19602
1403,COLUMBUS OH - PF FACILITY,14749,1,'05-05-50,1-Aug-18,36885
1404,ALLENTOWN,14804,1,'02-01-09,1-Aug-18,34115
1405,OMAHA NE - PF FACILITY,14750,1,'05-05-40,1-Aug-18,34870
1409,WICHITA KS - PF FACILITY,14754,1,'05-05-30,1-Aug-18,61859
1410,EL PASO TX - PF FACILITY,14755,1,'05-05-20,1-Aug-18,66665
1411,NEW ORLEANS LA - PF FACILITY,14756,1,'05-05-30,1-Aug-18,56607
1413,HOUSTON TX - PF FACILITY,14758,1,'05-05-20,1-Aug-18,84647
1414,SHERLINK ONLINE PAYMENTS,13997,9,'06-09-91,1-Aug-18,83070
1415,LAS VEGAS NV - PF FACILITY,14759,1,'05-05-10,1-Aug-18,54911
1416,LITTLE ROCK AR - PF FACILITY,14760,1,'05-05-30,1-Aug-18,25430
1417,FARGO ND - PF FACILITY,14761,1,'05-05-40,1-Aug-18,98880
1419,TUCSON-COMMERCIAL AJO,15045,1,'04-07-45,1-Aug-18,9611
1419,TUCSON-COMMERCIAL AJO,15763,1,'04-07-45,1-Aug-18,626
1419,TUCSON-COMMERCIAL AJO,18707,1,'04-07-45,1-Aug-18,49494
1420,SAN ANTONIO TX - PF FACILITY,16066,1,'05-05-20,1-Aug-18,87216
1421,LONGVIEW/TYLER TX - PF FACILITY,16141,1,'05-05-30,1-Aug-18,83711
1422,ZIONSVILLE,16941,1,'01-06-02,1-Aug-18,7374
1422,ZIONSVILLE,16995,1,'01-06-02,1-Aug-18,23245
1423,SIOUX FALLS SD - PF FACILITY,17049,1,'05-05-40,1-Aug-18,16764
1423,SIOUX FALLS SD - PF FACILITY,17074,1,'05-05-40,1-Aug-18,74027
1424,TRAVERSE CITY-CHUMS CORNER,17754,1,'01-01-17,1-Aug-18,36825
1424,TRAVERSE CITY-CHUMS CORNER,17886,1,'01-01-17,1-Aug-18,14798
1425,OKLAHOMA CITY OK - PF FACILITY,17473,1,'05-05-30,1-Aug-18,52746
1426,BOISE ID - PF FACILITY,17623,1,'05-05-10,1-Aug-18,94938
1427,DUNKIRK,17026,1,'02-01-16,1-Aug-18,78358
1427,DUNKIRK,20052,1,'02-01-16,1-Aug-18,37314
1428,PLAINFIELD,17854,1,'01-06-02,1-Aug-18,73032
1428,PLAINFIELD,17898,1,'01-06-02,1-Aug-18,74342
1429,GRAND RAPIDS-GAINES TWP,17903,1,'01-01-15,1-Aug-18,6847
1429,GRAND RAPIDS-GAINES TWP,17907,1,'01-01-15,1-Aug-18,19833
1430,FORT WAYNE F/C CTR,16912,1,'01-08-49,1-Aug-18,71553
1430,FORT WAYNE F/C CTR,20514,1,'01-08-49,1-Aug-18,36208
1431,ELKHART IN - PF FACILITY,18176,1,'05-05-40,1-Aug-18,85975
1431,ELKHART IN - PF FACILITY,19851,1,'05-05-40,1-Aug-18,20201
1433,WAUSAU WI - PF FACILITY,18269,1,'05-05-40,1-Aug-18,51582
1433,WAUSAU WI - PF FACILITY,18292,1,'05-05-40,1-Aug-18,90608
1434,EAST MOLINE IL - PF FACILITY,14904,1,'05-05-40,1-Aug-18,94984
1434,EAST MOLINE IL - PF FACILITY,18555,1,'05-05-40,1-Aug-18,96522
1435,INDY-DOWNTOWN,15257,1,'01-06-02,1-Aug-18,74780
1435,INDY-DOWNTOWN,15501,1,'01-06-02,1-Aug-18,98426
1436,FISHERS-GEIST,15145,1,'01-06-02,1-Aug-18,35010
1436,FISHERS-GEIST,15193,1,'01-06-02,1-Aug-18,37156
1437,EATON,15786,1,'01-06-21,1-Aug-18,64664
1437,EATON,15801,1,'01-06-21,1-Aug-18,8262
1438,DUBLIN-MUIRFIELD,15525,1,'01-01-05,1-Aug-18,97005
1438,DUBLIN-MUIRFIELD,15787,1,'01-01-05,1-Aug-18,3884
1439,GRAND BLANC,16155,1,'01-01-17,1-Aug-18,43236
1439,GRAND BLANC,16195,1,'01-01-17,1-Aug-18,65961
1441,PITTSBURGH-GREENTREE RD,16165,1,'02-08-19,1-Aug-18,95268
1442,HARTLAND,16875,1,'01-01-08,1-Aug-18,32448
1442,HARTLAND,16929,1,'01-01-08,1-Aug-18,69510
1443,VICTOR,16198,1,'02-01-16,1-Aug-18,9203
1443,VICTOR,19810,1,'02-01-16,1-Aug-18,15108
1444,AMHERST,16423,1,'02-01-16,1-Aug-18,71759
1444,AMHERST,18097,1,'02-01-16,1-Aug-18,87193
1445,POWELL,16766,1,'01-01-05,1-Aug-18,18364
1445,POWELL,16787,1,'01-01-05,1-Aug-18,77507
1446,EBENSBURG,16261,1,'02-08-19,1-Aug-18,80606
1447,BROWNSBURG,16812,1,'01-06-02,1-Aug-18,8631
1447,BROWNSBURG,16841,1,'01-06-02,1-Aug-18,54642
1448,WESTFIELD,16435,1,'01-06-02,1-Aug-18,91462
1448,WESTFIELD,16646,1,'01-06-02,1-Aug-18,33474
1449,ASPINWALL-PITTSBURGH,17605,1,'02-08-19,1-Aug-18,3993
1449,ASPINWALL-PITTSBURGH,20584,1,'02-08-19,1-Aug-18,11097
